0.00	0.00	0.00	0.00	94.8	520	9480	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.10	0.00	0.00	95.58	442	9558	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.20	0.00	0.00	96.67	333	9667	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.30	0.00	0.00	96.18	382	9618	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.40	0.00	0.00	94.94	506	9494	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.50	0.00	0.00	95.89	411	9589	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.60	0.00	0.00	96.41	359	9641	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.70	0.00	0.00	96.63	337	9663	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.80	0.00	0.00	95.98	402	9598	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	0.90	0.00	0.00	96.26	374	9626	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.00	1.00	0.00	0.00	96.17	383	9617	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.00	0.00	0.00	96.19	381	9619	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.10	0.00	0.00	96.48	352	9648	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.20	0.00	0.00	96.38	362	9638	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.30	0.00	0.00	95.74	426	9574	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.40	0.00	0.00	95.19	481	9519	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.50	0.00	0.00	96.03	397	9603	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.60	0.00	0.00	96.46	354	9646	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.70	0.00	0.00	95.35	465	9535	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.80	0.00	0.00	95.79	421	9579	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	0.90	0.00	0.00	96.51	349	9651	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.10	1.00	0.00	0.00	96.21	379	9621	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.00	0.00	0.00	96.18	382	9618	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.10	0.00	0.00	95.32	468	9532	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.20	0.00	0.00	96.64	336	9664	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.30	0.00	0.00	95.55	445	9555	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.40	0.00	0.00	95.84	416	9584	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.50	0.00	0.00	95.62	438	9562	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.60	0.00	0.00	95.66	434	9566	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.70	0.00	0.00	95.9	410	9590	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.80	0.00	0.00	94.98	502	9498	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	0.90	0.00	0.00	96.35	365	9635	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.20	1.00	0.00	0.00	96.28	372	9628	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.00	0.00	0.00	96.25	375	9625	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.10	0.00	0.00	95.23	477	9523	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.20	0.00	0.00	96.08	392	9608	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.30	0.00	0.00	95.85	415	9585	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.40	0.00	0.00	95.98	402	9598	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.50	0.00	0.00	95.72	428	9572	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.60	0.00	0.00	96.02	398	9602	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.70	0.00	0.00	95.94	406	9594	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.80	0.00	0.00	95.49	451	9549	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	0.90	0.00	0.00	95.55	445	9555	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	1.00	0.00	0.00	95.33	467	9533	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.00	0.00	0.00	96.37	363	9637	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.10	0.00	0.00	95.83	417	9583	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.20	0.00	0.00	95.15	485	9515	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.30	0.00	0.00	96.49	351	9649	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.40	0.00	0.00	96.19	381	9619	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.50	0.00	0.00	95.86	414	9586	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.60	0.00	0.00	95.87	413	9587	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.70	0.00	0.00	95.95	405	9595	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.80	0.00	0.00	95.91	409	9591	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	0.90	0.00	0.00	96.31	369	9631	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	1.00	0.00	0.00	95.99	401	9599	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.00	0.00	0.00	95.71	429	9571	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.10	0.00	0.00	95.68	432	9568	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.20	0.00	0.00	96.0	400	9600	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.30	0.00	0.00	96.45	355	9645	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.40	0.00	0.00	95.73	427	9573	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.50	0.00	0.00	96.05	395	9605	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.60	0.00	0.00	96.45	355	9645	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.70	0.00	0.00	95.2	480	9520	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.80	0.00	0.00	95.67	433	9567	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	0.90	0.00	0.00	95.89	411	9589	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	1.00	0.00	0.00	95.81	419	9581	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.00	0.00	0.00	95.23	477	9523	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.10	0.00	0.00	96.38	362	9638	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.20	0.00	0.00	96.11	389	9611	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.30	0.00	0.00	95.88	412	9588	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.40	0.00	0.00	96.59	341	9659	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.50	0.00	0.00	95.85	415	9585	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.60	0.00	0.00	96.57	343	9657	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.70	0.00	0.00	95.87	413	9587	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.80	0.00	0.00	96.06	394	9606	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	0.90	0.00	0.00	95.39	461	9539	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	1.00	0.00	0.00	95.58	442	9558	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.00	0.00	0.00	95.87	413	9587	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.10	0.00	0.00	96.64	336	9664	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.20	0.00	0.00	95.43	457	9543	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.30	0.00	0.00	96.3	370	9630	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.40	0.00	0.00	95.37	463	9537	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.50	0.00	0.00	96.01	399	9601	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.60	0.00	0.00	95.78	422	9578	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.70	0.00	0.00	95.9	410	9590	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.80	0.00	0.00	95.59	441	9559	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	0.90	0.00	0.00	94.99	501	9499	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	1.00	0.00	0.00	95.53	447	9553	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.80	0.00	0.00	0.00	95.54	446	9554	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.80	0.10	0.00	0.00	95.21	479	9521	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.80	0.20	0.00	0.00	95.7	430	9570	10000	10000	30000	20000	33.333333333333336	66.66666666666667
